scenario_id,ue_id,user_index,cqi_t_minus_4,cqi_t_minus_3,cqi_t_minus_2,cqi_t_minus_1,cqi_now_raw,cqi_now,previous_quality,distance_m,speed_mps,direction_to_gnb,x_m,y_m,rsrp_dbm,rsrq_db,wideband_sinr_db,mcs
scenario_000000,ue_0000,0,15.0,15.0,14.486696102752427,15.0,14.163302011063397,14,5,52.80102154913899,36.38738699779552,-0.39473871667998695,,,,,,
scenario_000000,ue_0001,1,12.375158104456235,12.115799151911213,12.906136355668593,12.889990441924667,12.578353322134069,13,4,185.50613988015945,38.52916953232682,0.941596389626912,,,,,,
scenario_000000,ue_0002,2,13.732907543325434,13.852916084471985,12.863112467550808,12.640946415046475,13.117889738962218,13,2,183.85878914621944,39.84498455152802,-0.5503147757533917,,,,,,
scenario_000000,ue_0003,3,13.583551052633211,14.90913604516153,14.138551244179554,14.154930601135531,13.927109829794093,14,4,86.13397281900467,41.977363851237776,-0.7224616860906545,,,,,,
scenario_000000,ue_0004,4,14.656201823907338,14.38343448807611,14.97621665096237,14.621267361450794,14.511849049775307,15,4,88.3699930727254,43.01156431695686,0.22986495072443747,,,,,,
scenario_000000,ue_0005,5,12.581058198113352,13.48574715673359,13.52718050777394,13.072163276114694,12.595560192959216,13,5,109.01084241904113,37.66774377071941,-0.016142121430507528,,,,,,
scenario_000000,ue_0006,6,13.33422740781679,13.366365096728858,12.162896826982365,12.952550140895221,12.301456544080944,12,4,162.99720873782218,44.0947620925825,-0.633694532693559,,,,,,
scenario_000000,ue_0007,7,13.947749430700139,13.465182523185586,13.400848262746043,13.125943947190963,13.55593657998871,14,4,116.98731547166096,35.22866949969677,-0.7813789696706006,,,,,,
scenario_000000,ue_0008,8,13.802606897410673,13.761537516192202,14.191198146649828,13.789939436056251,12.64403376682697,13,2,72.69610581464453,38.751227624957735,0.07915104984684773,,,,,,
scenario_000000,ue_0009,9,10.731001884343078,10.0390806442483,10.194201481061613,10.246012030122804,10.799331510497925,11,4,143.28463281360803,36.99633328648225,-0.4214014369035124,,,,,,
