scenario_id,timestamp_s,serving_gnb,user_count,ue_ids
simu5g_00000574,30.0,gnb_2,2,31|6
simu5g_00000580,30.3,gnb_2,2,31|6
simu5g_00000584,30.5,gnb_2,3,31|6|7
simu5g_00000590,30.8,gnb_2,3,31|6|7
simu5g_00000594,31.0,gnb_2,3,31|6|7
simu5g_00000600,31.3,gnb_2,3,31|6|7
simu5g_00000604,31.5,gnb_2,3,31|6|7
simu5g_00000610,31.8,gnb_2,3,31|6|7
simu5g_00000614,32.0,gnb_2,3,31|6|7
simu5g_00000620,32.3,gnb_2,3,31|6|7
simu5g_00000624,32.5,gnb_2,3,31|6|7
simu5g_00000630,32.8,gnb_2,3,31|6|7
simu5g_00000634,33.0,gnb_2,3,31|6|7
simu5g_00000640,33.3,gnb_2,3,31|6|7
simu5g_00000644,33.5,gnb_2,3,31|6|7
simu5g_00000650,33.8,gnb_2,3,31|6|7
simu5g_00000654,34.0,gnb_2,3,31|6|7
simu5g_00000660,34.3,gnb_2,3,31|6|7
simu5g_00000664,34.5,gnb_2,3,31|6|7
simu5g_00000670,34.8,gnb_2,3,31|6|7
simu5g_00000676,35.1,gnb_2,3,31|6|7
simu5g_00000680,35.3,gnb_2,3,31|6|7
simu5g_00000686,35.6,gnb_2,3,31|6|7
simu5g_00000690,35.8,gnb_2,3,31|6|7
simu5g_00000696,36.1,gnb_2,3,31|6|7
simu5g_00000700,36.3,gnb_2,3,31|6|7
simu5g_00000706,36.6,gnb_2,3,31|6|7
simu5g_00000710,36.8,gnb_2,3,31|6|7
simu5g_00000716,37.1,gnb_2,3,31|6|7
simu5g_00000720,37.3,gnb_2,3,31|6|7
simu5g_00000726,37.6,gnb_2,3,31|6|7
simu5g_00000730,37.8,gnb_2,3,31|6|7
simu5g_00000736,38.1,gnb_2,3,31|6|7
simu5g_00000740,38.3,gnb_2,3,31|6|7
simu5g_00000746,38.6,gnb_2,3,31|6|7
simu5g_00000750,38.8,gnb_2,3,31|6|7
simu5g_00000756,39.1,gnb_2,3,31|6|7
simu5g_00000760,39.3,gnb_2,3,31|6|7
simu5g_00000766,39.6,gnb_2,3,31|6|7
simu5g_00000770,39.8,gnb_2,2,6|7
simu5g_00000776,40.1,gnb_2,2,6|7
simu5g_00000782,40.4,gnb_2,2,6|7
simu5g_00000786,40.6,gnb_2,2,6|7
simu5g_00000792,40.9,gnb_2,2,6|7
simu5g_00000796,41.1,gnb_2,2,6|7
simu5g_00000802,41.4,gnb_2,2,6|7
simu5g_00000806,41.6,gnb_2,2,6|7
simu5g_00000812,41.9,gnb_2,2,6|7
simu5g_00000816,42.1,gnb_2,2,6|7
simu5g_00000822,42.4,gnb_2,2,6|7
simu5g_00000826,42.6,gnb_2,2,6|7
simu5g_00000832,42.9,gnb_2,2,6|7
simu5g_00000836,43.1,gnb_2,2,6|7
simu5g_00000842,43.4,gnb_2,2,6|7
simu5g_00000846,43.6,gnb_2,2,6|7
simu5g_00000852,43.9,gnb_2,2,6|7
simu5g_00000856,44.1,gnb_2,2,6|7
simu5g_00000862,44.4,gnb_2,2,6|7
simu5g_00000866,44.6,gnb_2,2,6|7
simu5g_00000872,44.9,gnb_2,2,6|7
simu5g_00000847,43.7,gnb_1,7,0|1|15|2|3|4|5
simu5g_00000849,43.8,gnb_1,7,0|1|15|2|3|4|5
simu5g_00000847,43.7,gnb_1,7,0|1|15|2|3|4|5
simu5g_00000849,43.8,gnb_1,7,0|1|15|2|3|4|5
