scenario_id,timestamp_s,serving_gnb,user_count,ue_ids
simu5g_00000574,30.0,gnb_2,2,31|6
simu5g_00000578,30.2,gnb_2,2,31|6
simu5g_00000580,30.3,gnb_2,2,31|6
simu5g_00000584,30.5,gnb_2,3,31|6|7
simu5g_00000586,30.6,gnb_2,3,31|6|7
simu5g_00000590,30.8,gnb_2,3,31|6|7
simu5g_00000592,30.9,gnb_2,3,31|6|7
simu5g_00000596,31.1,gnb_2,3,31|6|7
simu5g_00000598,31.2,gnb_2,3,31|6|7
simu5g_00000602,31.4,gnb_2,3,31|6|7
simu5g_00000604,31.5,gnb_2,3,31|6|7
simu5g_00000608,31.7,gnb_2,3,31|6|7
simu5g_00000610,31.8,gnb_2,3,31|6|7
simu5g_00000614,32.0,gnb_2,3,31|6|7
simu5g_00000616,32.1,gnb_2,3,31|6|7
simu5g_00000620,32.3,gnb_2,3,31|6|7
simu5g_00000622,32.4,gnb_2,3,31|6|7
simu5g_00000626,32.6,gnb_2,3,31|6|7
simu5g_00000628,32.7,gnb_2,3,31|6|7
simu5g_00000632,32.9,gnb_2,3,31|6|7
simu5g_00000634,33.0,gnb_2,3,31|6|7
simu5g_00000638,33.2,gnb_2,3,31|6|7
simu5g_00000640,33.3,gnb_2,3,31|6|7
simu5g_00000644,33.5,gnb_2,3,31|6|7
simu5g_00000646,33.6,gnb_2,3,31|6|7
simu5g_00000650,33.8,gnb_2,3,31|6|7
simu5g_00000652,33.9,gnb_2,3,31|6|7
simu5g_00000656,34.1,gnb_2,3,31|6|7
simu5g_00000658,34.2,gnb_2,3,31|6|7
simu5g_00000662,34.4,gnb_2,3,31|6|7
simu5g_00000664,34.5,gnb_2,3,31|6|7
simu5g_00000668,34.7,gnb_2,3,31|6|7
simu5g_00000670,34.8,gnb_2,3,31|6|7
simu5g_00000674,35.0,gnb_2,3,31|6|7
simu5g_00000676,35.1,gnb_2,3,31|6|7
simu5g_00000680,35.3,gnb_2,3,31|6|7
simu5g_00000682,35.4,gnb_2,3,31|6|7
simu5g_00000686,35.6,gnb_2,3,31|6|7
simu5g_00000688,35.7,gnb_2,3,31|6|7
simu5g_00000692,35.9,gnb_2,3,31|6|7
simu5g_00000694,36.0,gnb_2,3,31|6|7
simu5g_00000698,36.2,gnb_2,3,31|6|7
simu5g_00000700,36.3,gnb_2,3,31|6|7
simu5g_00000704,36.5,gnb_2,3,31|6|7
simu5g_00000706,36.6,gnb_2,3,31|6|7
simu5g_00000710,36.8,gnb_2,3,31|6|7
simu5g_00000712,36.9,gnb_2,3,31|6|7
simu5g_00000716,37.1,gnb_2,3,31|6|7
simu5g_00000718,37.2,gnb_2,3,31|6|7
simu5g_00000722,37.4,gnb_2,3,31|6|7
simu5g_00000724,37.5,gnb_2,3,31|6|7
simu5g_00000728,37.7,gnb_2,3,31|6|7
simu5g_00000730,37.8,gnb_2,3,31|6|7
simu5g_00000734,38.0,gnb_2,3,31|6|7
simu5g_00000736,38.1,gnb_2,3,31|6|7
simu5g_00000740,38.3,gnb_2,3,31|6|7
simu5g_00000742,38.4,gnb_2,3,31|6|7
simu5g_00000746,38.6,gnb_2,3,31|6|7
simu5g_00000748,38.7,gnb_2,3,31|6|7
simu5g_00000752,38.9,gnb_2,3,31|6|7
simu5g_00000754,39.0,gnb_2,3,31|6|7
simu5g_00000758,39.2,gnb_2,3,31|6|7
simu5g_00000760,39.3,gnb_2,3,31|6|7
simu5g_00000764,39.5,gnb_2,3,31|6|7
simu5g_00000766,39.6,gnb_2,3,31|6|7
simu5g_00000770,39.8,gnb_2,2,6|7
simu5g_00000772,39.9,gnb_2,2,6|7
simu5g_00000776,40.1,gnb_2,2,6|7
simu5g_00000778,40.2,gnb_2,2,6|7
simu5g_00000782,40.4,gnb_2,2,6|7
simu5g_00000784,40.5,gnb_2,2,6|7
simu5g_00000788,40.7,gnb_2,2,6|7
simu5g_00000790,40.8,gnb_2,2,6|7
simu5g_00000794,41.0,gnb_2,2,6|7
simu5g_00000796,41.1,gnb_2,2,6|7
simu5g_00000800,41.3,gnb_2,2,6|7
simu5g_00000802,41.4,gnb_2,2,6|7
simu5g_00000806,41.6,gnb_2,2,6|7
simu5g_00000808,41.7,gnb_2,2,6|7
simu5g_00000812,41.9,gnb_2,2,6|7
simu5g_00000814,42.0,gnb_2,2,6|7
simu5g_00000818,42.2,gnb_2,2,6|7
simu5g_00000820,42.3,gnb_2,2,6|7
simu5g_00000824,42.5,gnb_2,2,6|7
simu5g_00000826,42.6,gnb_2,2,6|7
simu5g_00000830,42.8,gnb_2,2,6|7
simu5g_00000832,42.9,gnb_2,2,6|7
simu5g_00000836,43.1,gnb_2,2,6|7
simu5g_00000838,43.2,gnb_2,2,6|7
simu5g_00000842,43.4,gnb_2,2,6|7
simu5g_00000844,43.5,gnb_2,2,6|7
simu5g_00000848,43.7,gnb_2,2,6|7
simu5g_00000850,43.8,gnb_2,2,6|7
simu5g_00000854,44.0,gnb_2,2,6|7
simu5g_00000856,44.1,gnb_2,2,6|7
simu5g_00000860,44.3,gnb_2,2,6|7
simu5g_00000862,44.4,gnb_2,2,6|7
simu5g_00000866,44.6,gnb_2,2,6|7
simu5g_00000868,44.7,gnb_2,2,6|7
simu5g_00000872,44.9,gnb_2,2,6|7
simu5g_00000847,43.7,gnb_1,7,0|1|15|2|3|4|5
simu5g_00000849,43.8,gnb_1,7,0|1|15|2|3|4|5
simu5g_00000847,43.7,gnb_1,7,0|1|15|2|3|4|5
simu5g_00000849,43.8,gnb_1,7,0|1|15|2|3|4|5
