scenario_id,timestamp_s,serving_gnb,user_count,ue_ids
simu5g_00000574,30.0,gnb_2,2,31|6
simu5g_00000580,30.3,gnb_2,2,31|6
simu5g_00000586,30.6,gnb_2,3,31|6|7
simu5g_00000592,30.9,gnb_2,3,31|6|7
simu5g_00000598,31.2,gnb_2,3,31|6|7
simu5g_00000604,31.5,gnb_2,3,31|6|7
simu5g_00000610,31.8,gnb_2,3,31|6|7
simu5g_00000616,32.1,gnb_2,3,31|6|7
simu5g_00000622,32.4,gnb_2,3,31|6|7
simu5g_00000628,32.7,gnb_2,3,31|6|7
simu5g_00000634,33.0,gnb_2,3,31|6|7
simu5g_00000640,33.3,gnb_2,3,31|6|7
simu5g_00000646,33.6,gnb_2,3,31|6|7
simu5g_00000654,34.0,gnb_2,3,31|6|7
simu5g_00000660,34.3,gnb_2,3,31|6|7
simu5g_00000666,34.6,gnb_2,3,31|6|7
simu5g_00000672,34.9,gnb_2,3,31|6|7
simu5g_00000678,35.2,gnb_2,3,31|6|7
simu5g_00000684,35.5,gnb_2,3,31|6|7
simu5g_00000690,35.8,gnb_2,3,31|6|7
simu5g_00000696,36.1,gnb_2,3,31|6|7
simu5g_00000702,36.4,gnb_2,3,31|6|7
simu5g_00000708,36.7,gnb_2,3,31|6|7
simu5g_00000714,37.0,gnb_2,3,31|6|7
simu5g_00000720,37.3,gnb_2,3,31|6|7
simu5g_00000726,37.6,gnb_2,3,31|6|7
simu5g_00000732,37.9,gnb_2,3,31|6|7
simu5g_00000738,38.2,gnb_2,3,31|6|7
simu5g_00000744,38.5,gnb_2,3,31|6|7
simu5g_00000750,38.8,gnb_2,3,31|6|7
simu5g_00000756,39.1,gnb_2,3,31|6|7
simu5g_00000762,39.4,gnb_2,3,31|6|7
simu5g_00000768,39.7,gnb_2,2,6|7
simu5g_00000774,40.0,gnb_2,2,6|7
simu5g_00000780,40.3,gnb_2,2,6|7
simu5g_00000786,40.6,gnb_2,2,6|7
simu5g_00000792,40.9,gnb_2,2,6|7
simu5g_00000800,41.3,gnb_2,2,6|7
simu5g_00000806,41.6,gnb_2,2,6|7
simu5g_00000812,41.9,gnb_2,2,6|7
simu5g_00000818,42.2,gnb_2,2,6|7
simu5g_00000824,42.5,gnb_2,2,6|7
simu5g_00000830,42.8,gnb_2,2,6|7
simu5g_00000836,43.1,gnb_2,2,6|7
simu5g_00000842,43.4,gnb_2,2,6|7
simu5g_00000848,43.7,gnb_2,2,6|7
simu5g_00000854,44.0,gnb_2,2,6|7
simu5g_00000860,44.3,gnb_2,2,6|7
simu5g_00000866,44.6,gnb_2,2,6|7
simu5g_00000872,44.9,gnb_2,2,6|7
simu5g_00000847,43.7,gnb_1,7,0|1|15|2|3|4|5
simu5g_00000849,43.8,gnb_1,7,0|1|15|2|3|4|5
simu5g_00000847,43.7,gnb_1,7,0|1|15|2|3|4|5
simu5g_00000849,43.8,gnb_1,7,0|1|15|2|3|4|5
