scenario_id,timestamp_s,serving_gnb,user_count,ue_ids
simu5g_00000574,30.0,gnb_2,2,31|6
simu5g_00000578,30.2,gnb_2,2,31|6
simu5g_00000582,30.4,gnb_2,2,31|6
simu5g_00000586,30.6,gnb_2,3,31|6|7
simu5g_00000590,30.8,gnb_2,3,31|6|7
simu5g_00000594,31.0,gnb_2,3,31|6|7
simu5g_00000598,31.2,gnb_2,3,31|6|7
simu5g_00000602,31.4,gnb_2,3,31|6|7
simu5g_00000606,31.6,gnb_2,3,31|6|7
simu5g_00000610,31.8,gnb_2,3,31|6|7
simu5g_00000614,32.0,gnb_2,3,31|6|7
simu5g_00000618,32.2,gnb_2,3,31|6|7
simu5g_00000622,32.4,gnb_2,3,31|6|7
simu5g_00000626,32.6,gnb_2,3,31|6|7
simu5g_00000630,32.8,gnb_2,3,31|6|7
simu5g_00000634,33.0,gnb_2,3,31|6|7
simu5g_00000638,33.2,gnb_2,3,31|6|7
simu5g_00000642,33.4,gnb_2,3,31|6|7
simu5g_00000646,33.6,gnb_2,3,31|6|7
simu5g_00000650,33.8,gnb_2,3,31|6|7
simu5g_00000654,34.0,gnb_2,3,31|6|7
simu5g_00000658,34.2,gnb_2,3,31|6|7
simu5g_00000662,34.4,gnb_2,3,31|6|7
simu5g_00000666,34.6,gnb_2,3,31|6|7
simu5g_00000670,34.8,gnb_2,3,31|6|7
simu5g_00000674,35.0,gnb_2,3,31|6|7
simu5g_00000678,35.2,gnb_2,3,31|6|7
simu5g_00000682,35.4,gnb_2,3,31|6|7
simu5g_00000686,35.6,gnb_2,3,31|6|7
simu5g_00000690,35.8,gnb_2,3,31|6|7
simu5g_00000694,36.0,gnb_2,3,31|6|7
simu5g_00000698,36.2,gnb_2,3,31|6|7
simu5g_00000702,36.4,gnb_2,3,31|6|7
simu5g_00000706,36.6,gnb_2,3,31|6|7
simu5g_00000710,36.8,gnb_2,3,31|6|7
simu5g_00000714,37.0,gnb_2,3,31|6|7
simu5g_00000718,37.2,gnb_2,3,31|6|7
simu5g_00000722,37.4,gnb_2,3,31|6|7
simu5g_00000728,37.7,gnb_2,3,31|6|7
simu5g_00000732,37.9,gnb_2,3,31|6|7
simu5g_00000736,38.1,gnb_2,3,31|6|7
simu5g_00000740,38.3,gnb_2,3,31|6|7
simu5g_00000744,38.5,gnb_2,3,31|6|7
simu5g_00000748,38.7,gnb_2,3,31|6|7
simu5g_00000752,38.9,gnb_2,3,31|6|7
simu5g_00000756,39.1,gnb_2,3,31|6|7
simu5g_00000760,39.3,gnb_2,3,31|6|7
simu5g_00000764,39.5,gnb_2,3,31|6|7
simu5g_00000768,39.7,gnb_2,2,6|7
simu5g_00000772,39.9,gnb_2,2,6|7
simu5g_00000776,40.1,gnb_2,2,6|7
simu5g_00000780,40.3,gnb_2,2,6|7
simu5g_00000784,40.5,gnb_2,2,6|7
simu5g_00000788,40.7,gnb_2,2,6|7
simu5g_00000792,40.9,gnb_2,2,6|7
simu5g_00000796,41.1,gnb_2,2,6|7
simu5g_00000800,41.3,gnb_2,2,6|7
simu5g_00000804,41.5,gnb_2,2,6|7
simu5g_00000808,41.7,gnb_2,2,6|7
simu5g_00000812,41.9,gnb_2,2,6|7
simu5g_00000816,42.1,gnb_2,2,6|7
simu5g_00000820,42.3,gnb_2,2,6|7
simu5g_00000824,42.5,gnb_2,2,6|7
simu5g_00000828,42.7,gnb_2,2,6|7
simu5g_00000832,42.9,gnb_2,2,6|7
simu5g_00000836,43.1,gnb_2,2,6|7
simu5g_00000840,43.3,gnb_2,2,6|7
simu5g_00000844,43.5,gnb_2,2,6|7
simu5g_00000848,43.7,gnb_2,2,6|7
simu5g_00000852,43.9,gnb_2,2,6|7
simu5g_00000856,44.1,gnb_2,2,6|7
simu5g_00000860,44.3,gnb_2,2,6|7
simu5g_00000864,44.5,gnb_2,2,6|7
simu5g_00000868,44.7,gnb_2,2,6|7
simu5g_00000872,44.9,gnb_2,2,6|7
simu5g_00000847,43.7,gnb_1,7,0|1|15|2|3|4|5
simu5g_00000849,43.8,gnb_1,7,0|1|15|2|3|4|5
simu5g_00000847,43.7,gnb_1,7,0|1|15|2|3|4|5
simu5g_00000849,43.8,gnb_1,7,0|1|15|2|3|4|5
